,movie_title,genres,country,language,imdb_score,actor_1_name
2855,Child's Play 2 ,"Fantasy, Horror",USA,English,5.7,Jenny Agutter
2856,No Good Deed ,"Crime, Thriller",USA,English,5.6,Leslie Bibb
2857,The Mist ,Horror,USA,English,7.2,Toby Jones
2858,Ex Machina ,"Drama, Mystery, Sci-Fi, Thriller",UK,English,7.7,Elina Alminas
2859,Being John Malkovich ,"Comedy, Drama, Fantasy",USA,English,7.8,Willie Garson
2860,Two Can Play That Game ,"Comedy, Romance",USA,English,6.1,Mo'Nique
2861,Earth to Echo ,"Adventure, Family, Sci-Fi",USA,English,5.8,Teo Halm
2862,Crazy/Beautiful ,"Drama, Romance",USA,English,6.5,Kirsten Dunst
2863,Letters from Iwo Jima ,"Drama, History, War",USA,Japanese,7.9,Yuki Matsuzaki
2864,The Astronaut Farmer ,"Adventure, Drama, Sci-Fi",USA,English,6.3,J.K. Simmons
2865,Woo ,"Comedy, Romance",USA,English,3.8,LL Cool J
2866,Room ,Drama,Ireland,English,8.3,Joan Allen
2867,Dirty Work ,Comedy,Canada,English,6.4,Don Rickles
2868,Serial Mom ,"Comedy, Crime, Thriller",USA,English,6.7,Kathleen Turner
2869,Dick ,Comedy,France,English,6.1,Ryan Reynolds
2870,Del 1 - Män som hatar kvinnor             ,"Action, Crime, Mystery, Thriller",Sweden,Swedish,8.1,Michael Nyqvist
2871,Light It Up ,"Drama, Thriller",USA,English,6.0,Rosario Dawson
2872,54 ,"Drama, Music",USA,English,5.8,Salma Hayek
2873,Bubble Boy ,"Adventure, Comedy, Romance, Sci-Fi",USA,English,5.6,Jake Gyllenhaal
2874,Birthday Girl ,"Comedy, Crime, Thriller",UK,English,6.1,Mark Gatiss
2875,21 & Over ,Comedy,USA,English,5.9,Justin Chon
2876,"Paris, je t'aime ","Comedy, Drama, Romance",France,French,7.3,Steve Buscemi
2877,Resurrecting the Champ ,"Drama, Sport",USA,English,6.8,Harry Lennix
2878,Admission ,"Comedy, Drama, Romance",USA,English,5.7,Tina Fey
2879,The Widow of Saint-Pierre ,"Drama, Romance",France,French,7.3,Emir Kusturica
2880,Chloe ,"Drama, Mystery, Romance, Thriller",USA,English,6.3,Liam Neeson
2881,Faithful ,"Comedy, Crime, Drama",USA,English,5.9,Chazz Palminteri
2882,Brothers ,"Drama, Thriller",USA,English,7.1,Natalie Portman
2883,Find Me Guilty ,"Biography, Comedy, Crime, Drama",Germany,English,7.1,Peter Dinklage
2884,The Perks of Being a Wallflower ,"Drama, Romance",USA,English,8.0,Logan Lerman
2885,Excessive Force ,Action,USA,English,5.1,Burt Young
2886,Infamous ,"Biography, Crime, Drama",USA,English,7.1,Toby Jones
2887,The Claim ,"Drama, Romance, Western",UK,English,6.5,Milla Jovovich
2888,The Vatican Tapes ,"Horror, Thriller",USA,English,4.5,Djimon Hounsou
2889,Attack the Block ,"Action, Comedy, Sci-Fi, Thriller",UK,English,6.6,John Boyega
2890,In the Land of Blood and Honey ,"Drama, Romance, War",USA,Bosnian,4.3,Jelena Jovanova
2891,The Call ,"Crime, Thriller",USA,English,6.7,Michael Imperioli
2892,Operation Chromite ,"Action, Drama, History, War",South Korea,English,6.8,Liam Neeson
2893,The Crocodile Hunter: Collision Course ,"Action, Adventure, Comedy, Family",Australia,English,5.4,Steve Irwin
2894,I Love You Phillip Morris ,"Biography, Comedy, Crime, Drama, Romance",France,English,6.6,Dameon Clarke
2896,Antwone Fisher ,"Biography, Drama",USA,English,7.3,Denzel Washington
2897,The Emperor's Club ,Drama,USA,English,6.9,Gabriel Millman
2898,True Romance ,"Action, Crime, Drama, Romance, Thriller",USA,English,8.0,Brad Pitt
2899,Womb ,"Drama, Romance, Sci-Fi",Germany,English,6.4,Eva Green
2900,Glengarry Glen Ross ,"Crime, Drama, Mystery",USA,English,7.8,Kevin Spacey
2901,The Killer Inside Me ,"Crime, Drama, Thriller",USA,English,6.1,Liam Aiken
2902,Cat People ,"Fantasy, Horror, Thriller",USA,English,6.1,Ed Begley Jr.
2903,Sorority Row ,"Horror, Mystery",USA,English,5.1,Julian Morris
2904,The Prisoner of Zenda ,"Adventure, Drama, Romance",USA,English,7.8,David Niven
2905,Lars and the Real Girl ,"Comedy, Drama, Romance",USA,English,7.4,Ryan Gosling
2906,The Boy in the Striped Pajamas ,"Drama, War",UK,English,7.8,Richard Johnson
2907,Dancer in the Dark ,"Crime, Drama, Musical",Denmark,English,8.0,Catherine Deneuve
2908,Oscar and Lucinda ,"Drama, Romance",USA,English,6.7,Tom Wilkinson
2909,The Funeral ,"Crime, Drama",USA,English,6.6,Isabella Rossellini
2910,Solitary Man ,"Comedy, Drama, Romance",USA,English,6.4,Jenna Fischer
2911,Machete ,"Action, Crime, Thriller",USA,English,6.7,Robert De Niro
2912,Casino Jack ,"Biography, Comedy, Crime, Drama",Canada,English,6.2,Kevin Spacey
2913,The Land Before Time ,"Adventure, Animation, Family",USA,English,7.3,Judith Barsi
2914,Tae Guk Gi: The Brotherhood of War ,"Action, Drama, War",South Korea,Korean,8.1,Min-sik Choi
2915,The Perfect Game ,"Comedy, Drama, Family, Sport",Canada,English,7.0,Clifton Collins Jr.
2916,The Exorcist ,Horror,USA,English,8.0,Ellen Burstyn
2917,Jaws ,"Adventure, Drama, Thriller",USA,English,8.0,Roy Scheider
2918,American Pie ,Comedy,USA,English,7.0,Alyson Hannigan
2919,Ernest & Celestine ,"Animation, Comedy, Crime, Drama, Family",France,French,7.9,Mackenzie Foy
2920,The Golden Child ,"Action, Adventure, Comedy, Fantasy, Mystery",USA,English,5.9,Victor Wong
2921,Think Like a Man ,"Comedy, Romance",USA,English,6.6,Chris Brown
2922,Barbershop ,"Comedy, Drama",USA,English,6.3,Sean Patrick Thomas
2923,Star Trek II: The Wrath of Khan ,"Action, Adventure, Sci-Fi",USA,English,7.7,Leonard Nimoy
2924,Ace Ventura: Pet Detective ,Comedy,USA,English,6.9,Sean Young
2925,WarGames ,"Sci-Fi, Thriller",USA,English,7.1,Matthew Broderick
2926,Witness ,"Crime, Drama, Romance, Thriller",USA,English,7.4,Harrison Ford
2927,Act of Valor ,"Action, Adventure, Drama, Thriller, War",USA,English,6.5,Alex Veadov
2928,Step Up ,"Crime, Drama, Music, Romance",USA,English,6.5,Channing Tatum
2929,Beavis and Butt-Head Do America ,"Adventure, Animation, Comedy, Crime",USA,English,6.8,Bruce Willis
2930,Jackie Brown ,"Crime, Thriller",USA,English,7.5,Robert De Niro
2931,Harold & Kumar Escape from Guantanamo Bay ,"Adventure, Comedy",USA,English,6.6,Danneel Ackles
2932,Chronicle ,"Drama, Sci-Fi, Thriller",USA,English,7.1,Michael Kelly
2933,Yentl ,"Drama, Musical, Romance",UK,English,6.6,Miriam Margolyes
2934,Time Bandits ,"Adventure, Comedy, Fantasy, Sci-Fi",UK,English,7.0,Shelley Duvall
2935,Crossroads ,"Comedy, Drama",USA,English,3.3,Britney Spears
2936,Project X ,"Comedy, Crime",USA,English,6.7,Dax Flame
2937,Patton ,"Biography, Drama, War",USA,English,8.0,George C. Scott
2938,One Hour Photo ,"Drama, Thriller",USA,English,6.8,Robin Williams
2939,Quarantine ,"Horror, Sci-Fi, Thriller",USA,English,6.0,Andrew Fiscella
2940,The Eye ,"Horror, Mystery",USA,English,5.4,Chloë Grace Moretz
2941,Johnson Family Vacation ,Comedy,USA,English,4.3,Vanessa Williams
2942,How High ,"Comedy, Fantasy",USA,English,6.2,Hector Elizondo
2943,The Muppet Christmas Carol ,"Comedy, Drama, Family, Fantasy, Musical",USA,English,7.7,Steven Mackintosh
2944,Casino Royale ,"Action, Adventure, Thriller",UK,English,8.0,Eva Green
2945,Frida ,"Biography, Drama, Romance",USA,English,7.4,Salma Hayek
2946,Katy Perry: Part of Me ,"Documentary, Music",USA,English,5.9,Lexie Contursi
2947,The Fault in Our Stars ,"Drama, Romance",USA,English,7.8,Shailene Woodley
2948,Rounders ,"Crime, Drama",USA,English,7.4,Matt Damon
2949,Top Five ,"Comedy, Romance",USA,English,6.5,Rosario Dawson
2950,Prophecy ,"Horror, Sci-Fi",USA,English,5.4,Talia Shire
2951,Stir of Echoes ,"Horror, Mystery, Thriller",USA,English,7.0,Illeana Douglas
2952,Spartacus: War of the Damned             ,"Action, Adventure, Biography, Drama, History",USA,English,8.6,Peter Mensah
2953,Philomena ,"Biography, Drama",UK,English,7.6,Steve Coogan
2954,The Upside of Anger ,"Comedy, Drama",USA,English,6.9,Alicia Witt
2955,The Boys from Brazil ,"Drama, Thriller",UK,English,7.0,Laurence Olivier
2956,Aquamarine ,"Comedy, Family, Fantasy, Romance",USA,English,5.3,Tammin Sursok
2957,Paper Towns ,"Drama, Mystery, Romance",USA,English,6.4,Nat Wolff
2958,My Baby's Daddy ,Comedy,USA,English,4.5,Michael Imperioli
2959,Nebraska ,"Adventure, Comedy, Drama",USA,English,7.8,Devin Ratray
2960,Tales from the Crypt: Demon Knight ,"Action, Fantasy, Horror, Thriller",USA,English,6.7,CCH Pounder
2961,Max Keeble's Big Move ,"Comedy, Crime, Family",USA,English,5.3,Noel Fisher
2962,Young Adult ,"Comedy, Drama",USA,English,6.3,Charlize Theron
2963,Crank ,"Action, Crime, Thriller",USA,English,7.0,Jason Statham
2964,How to Be a Player ,Comedy,USA,English,5.3,Bernie Mac
2965,Living Out Loud ,"Comedy, Drama, Romance",USA,English,6.6,Holly Hunter
2966,Just Wright ,"Comedy, Romance, Sport",USA,English,5.8,Common
2967,Rachel Getting Married ,"Drama, Romance",USA,English,6.7,Anne Hathaway
2968,The Postman Always Rings Twice ,"Crime, Drama, Romance, Thriller",USA,English,6.6,Anjelica Huston
2969,Girl with a Pearl Earring ,"Biography, Drama, Romance",UK,English,7.0,Scarlett Johansson
2970,Das Boot ,"Adventure, Drama, Thriller, War",West Germany,German,8.4,Jürgen Prochnow
2971,The Alamo ,"Drama, History, War, Western",USA,English,6.0,Dennis Quaid
2972,Sorority Boys ,Comedy,USA,English,5.4,Heather Matarazzo
2973,About Time ,"Drama, Fantasy, Romance",UK,English,7.8,Tom Hughes
2974,House of Flying Daggers ,"Action, Adventure, Drama, Romance",China,Mandarin,7.6,Takeshi Kaneshiro
2975,Arbitrage ,"Drama, Thriller",USA,English,6.6,Nate Parker
2976,Project Almanac ,"Sci-Fi, Thriller",USA,English,6.4,Gary Weeks
2977,Cadillac Records ,"Biography, Drama, Music",USA,English,7.0,Cedric the Entertainer
2978,Screwed ,"Comedy, Crime",USA,English,5.7,Sarah Silverman
2979,Fortress ,"Action, Crime, Sci-Fi, Thriller",Australia,English,5.9,Christopher Lambert
2980,For Your Consideration ,Comedy,USA,English,6.3,John Michael Higgins
2981,Celebrity ,"Comedy, Drama",USA,English,6.3,Melanie Griffith
2982,Running with Scissors ,"Comedy, Drama",USA,English,6.2,Jill Clayburgh
2983,From Justin to Kelly ,"Comedy, Musical, Romance",USA,English,2.1,Anika Noni Rose
2984,Girl 6 ,"Comedy, Drama",USA,English,5.0,Michael Imperioli
2985,In the Cut ,"Mystery, Thriller",Australia,English,5.3,Jennifer Jason Leigh
2986,Two Lovers ,"Drama, Romance",USA,English,7.1,Isabella Rossellini
2987,Last Orders ,Drama,UK,English,7.0,Bob Hoskins
2988,The Host ,"Comedy, Drama, Horror, Sci-Fi",South Korea,Korean,7.0,Doona Bae
2989,The Pursuit of D.B. Cooper ,"Adventure, Crime, Thriller",USA,English,5.7,Robert Duvall
2990,Ravenous ,"Fantasy, Horror, Thriller",Czech Republic,English,7.1,Jeremy Davies
2991,Charlie Bartlett ,"Comedy, Drama, Romance",USA,English,7.0,Robert Downey Jr.
2992,The Great Beauty ,Drama,Italy,Italian,7.7,Toni Servillo
2993,The Dangerous Lives of Altar Boys ,"Comedy, Drama",USA,English,7.1,Kieran Culkin
2994,Stoker ,"Drama, Thriller",UK,English,6.8,Mia Wasikowska
2995,2046 ,"Drama, Romance, Sci-Fi",Hong Kong,Cantonese,7.5,Li Gong
2996,Married Life ,"Crime, Drama, Romance",USA,English,6.3,David Richmond-Peck
2997,Duma ,"Adventure, Drama, Family",USA,English,7.3,Eamonn Walker
2998,Ondine ,"Drama, Mystery, Romance",Ireland,English,6.8,Tony Curran
2999,Brother ,"Crime, Drama, Thriller",USA,English,7.2,Omar Epps
3000,Welcome to Collinwood ,"Comedy, Crime",USA,English,6.4,Michael Jeter
3001,Critical Care ,"Comedy, Drama",Australia,English,6.0,Kyra Sedgwick
3002,The Life Before Her Eyes ,"Drama, Mystery, Thriller",USA,English,6.4,Eva Amurri Martino
3003,Darling Companion ,"Comedy, Drama, Romance",USA,English,5.1,Dianne Wiest
3004,Trade ,"Crime, Drama, Thriller",Germany,English,7.5,Zack Ward
3005,Fateless ,"Drama, Romance, War",Hungary,Hungarian,7.1,Marcell Nagy
3006,Breakfast of Champions ,Comedy,USA,English,4.6,Bruce Willis
3007,"A Woman, a Gun and a Noodle Shop ","Comedy, Drama",China,Mandarin,5.7,Honglei Sun
3008,Cypher ,"Mystery, Romance, Sci-Fi, Thriller",USA,English,6.8,David Hewlett
3009,City of Life and Death ,"Drama, History, War",China,Mandarin,7.7,Ye Liu
3010,Home ,"Adventure, Animation, Comedy, Family, Fantasy, Sci-Fi",USA,English,6.7,Jim Parsons
3011,Legend of Kung Fu Rabbit ,"Action, Adventure, Animation, Comedy, Family",China,Mandarin,3.2,Jon Heder
3012,Space Battleship Yamato ,"Action, Adventure, Drama, Sci-Fi",Japan,Japanese,6.1,Takuya Kimura
3013,5 Days of War ,"Action, Drama, War",Georgia,English,5.6,Richard Coyle
3014,Triangle ,"Fantasy, Mystery, Thriller",UK,English,6.9,Rachael Carpani
3015,10 Days in a Madhouse ,Drama,USA,English,7.5,Christopher Lambert
3016,Heaven Is for Real ,"Biography, Drama",USA,English,5.8,Jacob Vargas
3017,Snatch ,"Comedy, Crime",UK,English,8.3,Jason Statham
3018,Dancin' It's On ,"Family, Musical",USA,English,2.8,Gary Daniels
3019,Pet Sematary ,"Fantasy, Horror",USA,English,6.6,Miko Hughes
3020,Madadayo ,Drama,Japan,Japanese,7.5,Tatsuo Matsumura
3021,The Cry of the Owl ,"Drama, Thriller",UK,English,6.0,Paddy Considine
3022,A Tale of Three Cities ,Drama,China,Chinese,6.2,Wei Tang
3023,Gremlins ,"Comedy, Fantasy, Horror",USA,English,7.2,Phoebe Cates
3024,Star Wars: Episode IV - A New Hope ,"Action, Adventure, Fantasy, Sci-Fi",USA,English,8.7,Harrison Ford
3025,Dirty Grandpa ,Comedy,USA,English,6.0,Robert De Niro
3026,Doctor Zhivago ,"Drama, Romance, War",USA,English,8.0,Julie Christie
3027,Trash ,"Adventure, Crime, Drama, Mystery, Thriller",UK,Portuguese,7.2,Wagner Moura
3028,High School Musical 3: Senior Year ,"Comedy, Drama, Family, Music, Musical, Romance",USA,English,4.5,Lucas Grabeel
3029,The Fighter ,"Biography, Drama, Sport",USA,English,7.9,Christian Bale
3030,Jackass Number Two ,"Action, Comedy, Documentary",USA,English,7.1,Bam Margera
3031,My Cousin Vinny ,"Comedy, Crime",USA,English,7.5,Fred Gwynne
3032,If I Stay ,"Drama, Fantasy, Music, Romance",USA,English,6.8,Chloë Grace Moretz
3033,Drive Hard ,"Action, Comedy, Crime",Canada,English,4.3,Zoe Ventoura
3034,Major League ,"Comedy, Sport",USA,English,7.2,Corbin Bernsen
3035,St. Trinian's ,Comedy,UK,English,5.8,Lily Cole
3036,Phone Booth ,"Crime, Thriller",USA,English,7.1,Radha Mitchell
3037,A Walk to Remember ,"Drama, Romance",USA,English,7.4,Lauren German
3038,Dead Man Walking ,"Crime, Drama",UK,English,7.6,Lois Smith
3039,Cruel Intentions ,"Drama, Romance",USA,English,6.9,Sarah Michelle Gellar
3040,Saw VI ,"Horror, Mystery",Canada,English,6.0,Costas Mandylor
3041,History of the World: Part I ,Comedy,USA,English,6.9,Madeline Kahn
3042,The Secret Life of Bees ,Drama,USA,English,7.3,Nate Parker
3043,Corky Romano ,"Comedy, Crime",USA,English,4.6,Vincent Pastore
3044,Raising Cain ,"Crime, Drama, Thriller",USA,English,6.0,Steven Bauer
3045,F.I.S.T. ,Drama,USA,English,6.4,Sylvester Stallone
3046,Invaders from Mars ,"Horror, Sci-Fi",USA,English,5.5,Louise Fletcher
3047,Brooklyn ,"Drama, Romance",UK,English,7.5,Julie Walters
3048,Barry Lyndon ,"Adventure, Drama, History, War",UK,English,8.1,Ryan O'Neal
3049,Out Cold ,"Comedy, Sport",USA,English,6.3,Lee Majors
3050,The Ladies Man ,Comedy,USA,English,5.1,Will Ferrell
3051,Quartet ,"Comedy, Drama",UK,English,6.8,Luke Newberry
3052,Tomcats ,Comedy,USA,English,5.3,Shannon Elizabeth
3053,Frailty ,"Crime, Drama, Thriller",USA,English,7.3,Matthew McConaughey
3054,Woman in Gold ,"Biography, Drama, History",UK,English,7.3,Ryan Reynolds
3055,Kinsey ,"Biography, Drama",USA,English,7.1,Liam Neeson
3056,Army of Darkness ,"Comedy, Fantasy, Horror",USA,English,7.6,Patricia Tallman
3057,Slackers ,"Comedy, Romance",Canada,English,5.3,Jaime King
3058,What's Eating Gilbert Grape ,"Drama, Romance",USA,English,7.8,Johnny Depp
3059,The Visual Bible: The Gospel of John ,"Biography, Drama, History",Canada,English,7.7,Henry Ian Cusick
3060,Vera Drake ,"Crime, Drama",UK,English,7.7,Eddie Marsan
3061,The Guru ,"Comedy, Music, Romance",UK,English,5.4,Michael McKean
3062,The Perez Family ,"Comedy, Drama, Romance",USA,English,6.2,Anjelica Huston
3063,Inside Llewyn Davis ,"Drama, Music",USA,English,7.4,Justin Timberlake
3064,O ,"Drama, Romance, Thriller",USA,English,6.2,Mekhi Phifer
3065,Return to the Blue Lagoon ,"Adventure, Drama, Romance",USA,English,5.1,Milla Jovovich
3066,The Molly Maguires ,"Drama, History",USA,English,6.9,Frank Finlay
3067,Romance & Cigarettes ,"Comedy, Musical, Romance",USA,English,6.3,Kate Winslet
3068,Copying Beethoven ,"Biography, Drama, Music",USA,English,6.8,Phyllida Law
3069,Poltergeist ,"Fantasy, Horror",USA,English,7.4,Heather O'Rourke
3070,Brighton Rock ,"Crime, Drama, Thriller",UK,English,5.7,Sam Riley
3071,Saw V ,"Horror, Mystery",USA,English,5.8,Julie Benz
3072,Machine Gun McCain ,"Crime, Drama, Thriller",Italy,English,6.2,John Cassavetes
3073,LOL ,"Comedy, Drama, Romance",USA,English,4.3,Nora Dunn
3074,Jindabyne ,"Crime, Drama, Mystery, Thriller",Australia,English,6.4,John Howard
3075,Kabhi Alvida Naa Kehna ,Drama,India,Hindi,6.0,Shah Rukh Khan
3076,An Ideal Husband ,"Comedy, Romance",UK,English,6.9,Minnie Driver
3077,The Last Days on Mars ,"Horror, Sci-Fi, Thriller",UK,English,5.5,Romola Garai
3078,Darkness ,Horror,USA,English,5.4,Lena Olin
3079,2001: A Space Odyssey ,"Adventure, Mystery, Sci-Fi",UK,English,8.3,Keir Dullea
3080,E.T. the Extra-Terrestrial ,"Family, Sci-Fi",USA,English,7.9,Henry Thomas
3081,In the Land of Women ,"Comedy, Drama, Romance",USA,English,6.5,Kristen Stewart
3082,The Blue Butterfly ,"Adventure, Drama",Canada,English,6.3,William Hurt
3083,There Goes My Baby ,"Comedy, Drama",USA,English,6.4,Ricky Schroder
3084,Lovesick             ,Comedy,UK,English,7.9,Antonia Thomas
3085,Housefull ,Comedy,India,Hindi,5.3,Arjun Rampal
3087,For Greater Glory: The True Story of Cristiada ,"Drama, History, War",Mexico,Spanish,6.6,Santiago Cabrera
3088,La Famille Bélier ,"Comedy, Drama, Music",France,French,7.4,Karin Viard
3089,Good Will Hunting ,Drama,USA,English,8.3,Robin Williams
3090,Misconduct ,"Drama, Thriller",USA,English,5.3,Al Pacino
3091,Saw III ,"Horror, Mystery",USA,English,6.2,Costas Mandylor
3092,Stripes ,"Action, Comedy, War",USA,English,6.9,Bill Murray
3093,Bring It On ,"Comedy, Sport",USA,English,5.9,Kirsten Dunst
3094,The Purge: Election Year ,"Action, Horror, Sci-Fi, Thriller",France,English,6.1,Frank Grillo
3095,She's All That ,"Comedy, Romance",USA,English,5.8,Paul Walker
3096,Precious ,Drama,USA,English,7.3,Mo'Nique
3097,Saw IV ,"Horror, Mystery",USA,English,5.9,Costas Mandylor
3098,White Noise ,"Drama, Horror, Mystery, Thriller",UK,English,5.5,Deborah Kara Unger
3099,Madea's Family Reunion ,"Comedy, Drama, Romance",USA,English,5.0,Boris Kodjoe
3100,The Color of Money ,"Drama, Sport",USA,English,7.0,Tom Cruise
3101,The Longest Day ,"Action, Drama, History, War",USA,English,7.8,Richard Burton
3102,The Mighty Ducks ,"Comedy, Drama, Family, Sport",USA,English,6.4,Lane Smith
3103,The Grudge ,"Horror, Mystery, Thriller",USA,English,5.9,Sarah Michelle Gellar
3104,Happy Gilmore ,"Comedy, Sport",USA,English,7.0,Adam Sandler
3105,Jeepers Creepers ,"Horror, Mystery",Germany,English,6.1,Eileen Brennan
3106,Bill & Ted's Excellent Adventure ,"Adventure, Comedy, Music, Sci-Fi",USA,English,6.9,Keanu Reeves
3107,Oliver! ,"Drama, Family, Musical",UK,English,7.5,Oliver Reed
3108,The Best Exotic Marigold Hotel ,"Comedy, Drama",UK,English,7.3,Tom Wilkinson
3109,Recess: School's Out ,"Animation, Comedy, Family, Mystery, Sci-Fi",USA,English,6.5,Diedrich Bader
3110,Mad Max Beyond Thunderdome ,"Action, Adventure, Sci-Fi, Thriller",Australia,English,6.2,Tina Turner
3111,Commando ,"Action, Adventure, Thriller",USA,English,6.7,Bill Duke
3112,The Boy ,"Horror, Mystery, Thriller",USA,English,6.0,Lauren Cohan
3113,Devil ,"Horror, Mystery, Thriller",USA,English,6.3,Bojana Novakovic
3114,Friday After Next ,"Comedy, Drama",USA,English,5.8,John Witherspoon
3115,Insidious: Chapter 3 ,"Fantasy, Horror, Thriller",Canada,English,6.1,Lin Shaye
3116,The Last Dragon ,"Action, Comedy, Drama, Music",USA,English,6.9,Mike Starr
3117,Snatch ,"Comedy, Crime",UK,English,8.3,Jason Statham
3118,The Lawnmower Man ,"Horror, Sci-Fi",UK,English,5.4,Jeff Fahey
3119,Nick and Norah's Infinite Playlist ,"Comedy, Drama, Music, Romance",USA,English,6.7,Ari Graynor
3120,Dogma ,"Adventure, Comedy, Drama, Fantasy",USA,English,7.4,Matt Damon
3121,The Banger Sisters ,"Comedy, Drama",USA,English,5.6,Erika Christensen
3122,Twilight Zone: The Movie ,"Fantasy, Horror, Sci-Fi",USA,English,6.5,Albert Brooks
3123,Road House ,"Action, Thriller",USA,English,6.5,Ben Gazzara
3124,A Low Down Dirty Shame ,"Action, Comedy, Crime",USA,English,5.8,Jada Pinkett Smith
3125,Swimfan ,"Drama, Thriller",USA,English,5.0,Erika Christensen
3126,Employee of the Month ,"Comedy, Romance",USA,English,5.5,Dane Cook
3127,Can't Hardly Wait ,"Comedy, Romance",USA,English,6.5,Ethan Embry
3128,The Outsiders ,"Crime, Drama",USA,English,7.2,Tom Cruise
3129,Pete's Dragon ,"Adventure, Family, Fantasy",USA,English,7.3,Bryce Dallas Howard
3130,The Dead Zone ,"Horror, Sci-Fi, Thriller",USA,English,7.2,Tom Skerritt
3131,Sinister 2 ,"Horror, Mystery, Thriller",USA,English,5.2,Laila Haley
3132,Sparkle ,"Drama, Music",USA,English,5.7,Omari Hardwick
3133,Valentine ,"Horror, Mystery, Thriller",USA,English,4.7,Marley Shelton
3134,The Fourth Kind ,"Mystery, Sci-Fi, Thriller",USA,English,5.9,Milla Jovovich
3135,A Prairie Home Companion ,"Comedy, Drama, Music",USA,English,6.8,Meryl Streep
3136,Sugar Hill ,"Drama, Thriller",USA,English,5.9,Khandi Alexander
3137,Invasion U.S.A. ,"Action, Thriller",USA,English,5.3,Billy Drago
3138,Roll Bounce ,"Comedy, Drama, Music, Romance",USA,English,6.0,Jurnee Smollett-Bell
3139,Rushmore ,"Comedy, Drama",USA,English,7.7,Bill Murray
3140,Skyline ,"Action, Sci-Fi, Thriller",USA,English,4.4,David Zayas
3141,The Second Best Exotic Marigold Hotel ,"Comedy, Drama",UK,English,6.6,Tina Desai
3142,Kit Kittredge: An American Girl ,"Drama, Family",USA,English,6.7,Julia Ormond
3143,The Perfect Man ,"Comedy, Family, Romance",USA,English,5.5,Ben Feldman
3144,Mo' Better Blues ,"Drama, Music, Romance",USA,English,6.5,Denzel Washington
3145,Kung Pow: Enter the Fist ,"Action, Comedy",USA,English,6.2,Steve Oedekerk
3146,Tremors ,"Comedy, Horror, Sci-Fi",USA,English,7.1,Reba McEntire
3147,Wrong Turn ,"Horror, Thriller",USA,English,6.1,Kevin Zegers
3148,The Long Riders ,Western,USA,English,7.1,Dennis Quaid
3149,The Corruptor ,"Action, Crime, Drama, Mystery, Thriller",USA,English,6.0,Byron Mann
3150,Mud ,Drama,USA,English,7.4,Matthew McConaughey
3151,Reno 911!: Miami ,"Comedy, Crime",USA,English,5.9,Wendi McLendon-Covey
3152,One Direction: This Is Us ,"Documentary, Music",USA,English,4.1,Harry Styles
3153,"The Goods: Live Hard, Sell Hard ",Comedy,USA,English,5.8,Rob Riggle
3154,Hey Arnold! The Movie ,"Adventure, Animation, Comedy, Family",USA,English,5.9,Jennifer Jason Leigh
3155,My Week with Marilyn ,"Biography, Drama",UK,English,7.0,Eddie Redmayne
3156,The Matador ,"Comedy, Crime, Drama, Thriller",USA,English,6.8,Adam Scott
3157,Love Jones ,"Drama, Romance",USA,English,7.4,Leonard Roberts
3158,The Gift ,"Mystery, Thriller",USA,English,7.1,Busy Philipps
3159,End of the Spear ,"Adventure, Drama",USA,English,7.0,Chase Ellison
3160,Get Over It ,"Comedy, Romance",USA,English,5.8,Mila Kunis
3161,Office Space ,Comedy,USA,English,7.8,Gary Cole
3162,Drop Dead Gorgeous ,"Comedy, Romance, Thriller",Germany,English,6.5,Kirsten Dunst
3163,Big Eyes ,"Biography, Crime, Drama, Romance",USA,English,7.0,Christoph Waltz
3164,Very Bad Things ,"Comedy, Crime, Thriller",USA,English,6.3,Jon Favreau
3165,Sleepover ,"Comedy, Romance",USA,English,5.3,Steve Carell
3166,Body Double ,"Mystery, Thriller",USA,English,6.8,Melanie Griffith
3167,MacGruber ,"Action, Comedy, Romance",USA,English,5.5,Jasper Cole
3168,Dirty Pretty Things ,"Crime, Drama, Thriller",UK,English,7.4,Sophie Okonedo
3169,Movie 43 ,Comedy,USA,English,4.3,Hugh Jackman
3170,The Tourist ,"Action, Romance, Thriller",USA,English,6.0,Johnny Depp
3171,Over Her Dead Body ,"Comedy, Fantasy, Romance",USA,English,5.2,Stephen Root
3172,Seeking a Friend for the End of the World ,"Adventure, Comedy, Drama, Romance, Sci-Fi",USA,English,6.7,Steve Carell
3173,Cedar Rapids ,Comedy,USA,English,6.3,Kurtwood Smith
3174,Bones             ,"Comedy, Crime, Drama, Mystery, Romance",USA,English,7.9,Michaela Conlin
3175,American History X ,"Crime, Drama",USA,English,8.6,Ethan Suplee
3176,The Collection ,"Action, Horror, Thriller",USA,English,6.1,Daniel Sharman
3177,Teacher's Pet ,"Animation, Comedy, Family, Fantasy, Musical",USA,English,5.8,Nathan Lane
3178,The Red Violin ,"Drama, Music, Mystery, Romance",Canada,French,7.7,Johannes Silberschneider
3179,The Straight Story ,"Biography, Drama",France,English,8.0,Sissy Spacek
3180,Deuces Wild ,"Action, Crime, Drama",USA,English,5.6,Norman Reedus
3181,Bad Words ,"Comedy, Drama",USA,English,6.7,Beth Grant
3182,"Run, Fatboy, Run ","Comedy, Romance, Sport",UK,English,6.6,Dylan Moran
3183,Heartbeeps ,"Comedy, Sci-Fi",USA,English,4.2,Bernadette Peters
3184,Black or White ,Drama,USA,English,6.6,Jennifer Ehle
